age_house,age_garg,age_rem,lot_area,wood_deck_sf,open_porch_sf,lot_frontage,bsmtfin_sf_1,fireplaces,totrms_abvgrd,mas_vnr_area,full_bath,1st_flr_sf,total_bsmt_sf,garage_cars,garage_area,gr_liv_area,overall_qual,saleprice,ms_zoning,street,lot_shape,land_contour,utilities,condition_2,bldg_type,house_style,roof_matl,mas_vnr_type,exter_qual,bsmt_qual,bsmt_cond,kitchen_qual,garage_type,garage_finish,garage_qual,garage_cond,sale_type,neighborhood,exterior_1st,exterior_2nd
17,17.0,16,9938,156,90,80.0,750.0,1,8,246.0,2,1062,1050.0,2.0,574.0,1949,7,236000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,2Story,CompShg,BrkFace,Gd,Gd,TA,Gd,Attchd,Fin,TA,TA,WD ,SawyerW,MetalSd,MetalSd
82,82.0,59,6876,0,0,57.0,522.0,0,8,0.0,2,1146,720.0,1.0,316.0,1930,6,149000,RM,Pave,Reg,Lvl,AllPub,Norm,1Fam,2Story,CompShg,None,TA,TA,Fa,TA,Attchd,Unf,TA,TA,WD ,IDOTRR,Plywood,Plywood
10,10.0,9,3951,0,90,36.0,128.0,1,7,0.0,2,1469,970.0,2.0,846.0,2393,10,345000,FV,Pave,IR1,Lvl,AllPub,Norm,TwnhsE,2Story,CompShg,None,Ex,Gd,TA,Ex,Attchd,Fin,TA,TA,WD ,Somerst,BrkFace,MetalSd
13,13.0,12,9627,190,48,74.0,758.0,1,9,94.0,2,996,996.0,3.0,650.0,2000,7,188000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,2Story,CompShg,BrkFace,TA,Gd,TA,TA,Attchd,Fin,TA,TA,WD ,Mitchel,HdBoard,HdBoard
15,14.0,15,9757,66,0,65.0,755.0,0,5,0.0,1,990,990.0,1.0,440.0,990,5,143000,RL,Pave,Reg,Low,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Attchd,RFn,TA,TA,WD ,CollgCr,VinylSd,VinylSd
56,56.0,56,9280,0,0,58.0,557.0,0,7,0.0,1,1342,1342.0,1.0,256.0,1342,5,125000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,Fa,TA,TA,Detchd,Unf,TA,TA,WD ,Edwards,Wd Sdng,Wd Sdng
1,1.0,1,14780,354,56,120.0,1505.0,1,7,568.0,2,1868,1868.0,3.0,1085.0,1868,9,415000,RL,Pave,IR1,HLS,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,Ex,Ex,TA,Ex,Attchd,Fin,TA,TA,WD ,NridgHt,VinylSd,VinylSd
51,51.0,21,9600,289,0,80.0,620.0,1,6,183.0,2,1632,1240.0,1.0,338.0,1632,6,139000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkCmn,TA,TA,TA,TA,Attchd,RFn,TA,TA,WD ,NAmes,Wd Sdng,Wd Sdng
1,1.0,1,13478,382,274,97.0,1338.0,1,10,420.0,2,1728,1722.0,3.0,842.0,2296,10,451950,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,2Story,CompShg,Stone,Ex,Ex,TA,Ex,BuiltIn,RFn,TA,TA,ConLI,NridgHt,CemntBd,CmentBd
36,36.0,36,10667,0,44,85.0,838.0,1,7,302.0,2,1587,1587.0,2.0,525.0,1587,6,167300,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,TA,TA,TA,TA,Attchd,Unf,TA,TA,WD ,NAmes,MetalSd,MetalSd
68,69.0,59,8212,84,0,45.0,626.0,2,6,0.0,1,854,720.0,1.0,256.0,1298,5,122000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1.5Fin,CompShg,None,TA,TA,TA,TA,Detchd,Unf,TA,TA,WD ,Edwards,Wd Sdng,Wd Sdng
43,43.0,43,9100,0,0,70.0,1332.0,0,10,336.0,2,1728,1728.0,2.0,504.0,1728,5,125000,RM,Pave,Reg,Lvl,AllPub,Norm,Duplex,1Story,CompShg,BrkFace,TA,TA,TA,TA,Detchd,Unf,TA,TA,ConLI,Sawyer,HdBoard,HdBoard
51,51.0,51,6000,0,0,50.0,308.0,0,5,0.0,1,928,928.0,1.0,288.0,928,5,112500,RM,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Attchd,Fin,TA,TA,WD ,OldTown,BrkFace,BrkFace
50,50.0,50,9464,0,0,75.0,570.0,0,5,135.0,1,1080,1080.0,1.0,288.0,1080,6,136000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,TA,TA,TA,TA,Attchd,Unf,TA,TA,WD ,NAmes,MetalSd,MetalSd
0,0.0,0,7406,105,54,64.0,684.0,0,6,84.0,2,1220,1199.0,2.0,632.0,1220,7,194000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,Stone,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,New,CollgCr,VinylSd,VinylSd
52,52.0,52,10050,0,0,75.0,288.0,0,5,0.0,1,1216,1216.0,1.0,336.0,1216,5,129500,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Attchd,RFn,TA,TA,WD ,NAmes,MetalSd,MetalSd
61,61.0,58,8480,158,0,80.0,442.0,0,6,0.0,1,832,832.0,1.0,336.0,1216,5,118500,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1.5Fin,CompShg,None,TA,TA,TA,TA,Detchd,Unf,TA,TA,COD,NAmes,MetalSd,MetalSd
2,2.0,2,8847,146,40,74.0,769.0,0,7,148.0,2,1538,1538.0,2.0,484.0,1538,8,260000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,Somerst,VinylSd,VinylSd
2,2.0,2,4435,140,0,37.0,662.0,1,3,169.0,1,848,848.0,2.0,420.0,848,6,155900,RM,Pave,Reg,Lvl,AllPub,Norm,TwnhsE,1Story,CompShg,BrkFace,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,CollgCr,VinylSd,VinylSd
19,19.0,18,10029,0,228,97.0,831.0,1,8,268.0,2,1164,1151.0,2.0,521.0,2060,6,211000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,2Story,CompShg,BrkFace,Gd,Gd,TA,TA,Attchd,Unf,TA,TA,WD ,ClearCr,Plywood,Plywood
10,10.0,9,4060,144,68,34.0,266.0,0,5,0.0,2,1337,1405.0,2.0,511.0,1337,6,181000,RH,Pave,Reg,Lvl,AllPub,Norm,TwnhsE,1Story,CompShg,None,Gd,Gd,TA,Gd,Attchd,Fin,TA,TA,COD,NAmes,MetalSd,MetalSd
42,42.0,42,9020,0,129,82.0,312.0,0,6,183.0,1,1165,1127.0,2.0,490.0,1165,6,174900,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,SLvl,CompShg,BrkFace,TA,TA,TA,TA,Attchd,RFn,Gd,Gd,WD ,NAmes,HdBoard,HdBoard
40,40.0,40,11777,160,68,96.0,328.0,2,6,97.0,1,1320,1164.0,2.0,564.0,1320,5,164500,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,SLvl,CompShg,BrkFace,TA,TA,TA,TA,Attchd,RFn,TA,TA,WD ,Sawyer,VinylSd,VinylSd
6,6.0,6,10171,0,0,70.0,2.0,0,7,168.0,2,1535,1517.0,2.0,532.0,1535,7,214000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,NridgHt,VinylSd,VinylSd
79,18.0,58,6240,0,365,52.0,80.0,0,6,0.0,1,624,704.0,1.0,336.0,1136,4,123000,RM,Pave,Reg,Lvl,AllPub,Norm,1Fam,1.5Fin,CompShg,None,TA,TA,TA,TA,Detchd,Unf,TA,TA,WD ,BrkSide,MetalSd,MetalSd
81,81.0,16,9600,0,0,60.0,16.0,1,6,0.0,1,832,728.0,2.0,546.0,1641,7,178000,RM,Pave,Reg,Lvl,AllPub,Norm,1Fam,2Story,CompShg,None,TA,TA,Gd,Ex,Detchd,Unf,Fa,TA,WD ,OldTown,Wd Sdng,Wd Sdng
13,13.0,12,13830,212,34,74.0,791.0,1,6,0.0,2,928,928.0,2.0,482.0,1629,5,189900,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,2Story,CompShg,None,TA,Gd,TA,TA,Attchd,Fin,TA,TA,WD ,Gilbert,VinylSd,VinylSd
7,7.0,7,5330,96,48,41.0,1196.0,0,6,0.0,2,1652,1494.0,2.0,499.0,1652,8,251000,RL,Pave,Reg,Lvl,AllPub,Norm,TwnhsE,1Story,CompShg,None,Gd,Gd,TA,Ex,Attchd,RFn,TA,TA,WD ,StoneBr,CemntBd,CmentBd
2,1.0,1,10307,192,26,80.0,876.0,1,6,176.0,2,1358,1350.0,2.0,484.0,1358,7,212500,RL,Pave,IR1,Lvl,AllPub,Norm,TwnhsE,1Story,CompShg,Stone,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,NridgHt,VinylSd,VinylSd
8,8.0,8,4500,0,125,32.0,897.0,0,5,116.0,2,1216,1216.0,2.0,402.0,1216,6,164000,RM,Pave,Reg,Lvl,AllPub,Norm,Twnhs,1Story,CompShg,BrkFace,TA,Ex,TA,TA,Attchd,Unf,TA,TA,WD ,Mitchel,VinylSd,VinylSd
9,9.0,8,2160,0,48,24.0,510.0,0,4,212.0,2,624,600.0,2.0,462.0,1252,7,160000,FV,Pave,Reg,Lvl,AllPub,Norm,Twnhs,2Story,CompShg,BrkFace,Gd,Gd,TA,Gd,Detchd,Unf,TA,TA,WD ,Somerst,MetalSd,MetalSd
17,11.0,16,7669,100,32,70.0,718.0,1,5,0.0,1,883,828.0,2.0,698.0,883,5,149000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,SFoyer,CompShg,None,TA,Gd,TA,TA,Detchd,Unf,TA,TA,WD ,Mitchel,HdBoard,Wd Shng
41,41.0,41,9858,33,0,62.0,510.0,0,5,0.0,1,874,864.0,1.0,288.0,874,5,130000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Attchd,RFn,TA,TA,WD ,Mitchel,HdBoard,HdBoard
49,49.0,49,14850,268,0,69.0,895.0,1,6,0.0,1,1092,1092.0,1.0,299.0,1092,5,141000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Attchd,Fin,TA,TA,WD ,NAmes,Wd Sdng,Wd Sdng
32,32.0,32,9650,0,16,80.0,686.0,1,6,360.0,2,1334,1350.0,2.0,630.0,1334,6,167900,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,TA,Gd,TA,TA,Attchd,RFn,TA,TA,WD ,NWAmes,Plywood,Plywood
2,2.0,2,9000,144,168,75.0,1078.0,0,7,36.0,2,1566,1566.0,2.0,750.0,1566,8,262500,FV,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,Stone,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,Somerst,VinylSd,VinylSd
9,9.0,8,5119,97,65,50.0,1238.0,1,5,60.0,2,1709,1698.0,2.0,506.0,1709,9,328900,FV,Pave,IR1,Lvl,AllPub,Norm,TwnhsE,1Story,CompShg,BrkFace,Gd,Ex,TA,Gd,Attchd,Fin,TA,TA,CWD,Somerst,MetalSd,MetalSd
2,2.0,2,9254,168,27,71.0,119.0,0,7,210.0,2,1721,1721.0,2.0,554.0,1721,8,232698,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,NridgHt,VinylSd,VinylSd
1,1.0,1,10324,168,92,95.0,872.0,0,5,140.0,2,1254,1254.0,3.0,810.0,1254,8,221800,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,CollgCr,VinylSd,VinylSd
67,35.0,35,8375,0,0,63.0,336.0,0,6,0.0,1,864,576.0,3.0,627.0,1350,5,152400,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1.5Fin,CompShg,None,TA,TA,TA,Gd,2Types,Unf,TA,TA,WD ,Sawyer,Wd Sdng,Wd Sdng
53,53.0,53,15750,0,0,90.0,841.0,2,5,56.0,1,1336,1165.0,1.0,375.0,1336,5,157000,RL,Pave,Reg,Lvl,AllPub,Norm,2fmCon,1Story,CompShg,BrkFace,TA,TA,TA,TA,Attchd,Unf,TA,TA,WD ,Crawfor,MetalSd,MetalSd
28,28.0,8,10400,240,141,80.0,903.0,1,5,253.0,2,1353,1259.0,2.0,478.0,1353,6,192350,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,TA,Gd,TA,TA,Attchd,RFn,TA,TA,WD ,NWAmes,MetalSd,MetalSd
41,41.0,41,8800,0,0,80.0,654.0,1,6,202.0,2,1200,1174.0,2.0,440.0,1200,7,163500,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,TA,TA,TA,TA,Attchd,RFn,TA,TA,CWD,NAmes,HdBoard,Plywood
18,18.0,18,11839,192,121,86.0,1085.0,1,10,99.0,2,1532,1475.0,2.0,514.0,2329,7,262280,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,2Story,CompShg,BrkFace,TA,Gd,TA,Gd,Attchd,Unf,TA,TA,WD ,SawyerW,HdBoard,HdBoard
6,6.0,5,9135,192,74,70.0,810.0,0,7,113.0,2,1536,1536.0,2.0,532.0,1536,7,214000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,CollgCr,VinylSd,VinylSd
50,50.0,2,14115,0,0,90.0,296.0,1,6,0.0,1,1811,1073.0,2.0,470.0,1811,6,230000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,Ex,Attchd,Fin,TA,TA,WD ,Crawfor,Stone,Stone
50,22.0,27,6565,0,444,65.0,967.0,0,6,0.0,1,1073,1073.0,2.0,720.0,1073,4,140000,C (all),Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Detchd,Unf,TA,TA,WD ,IDOTRR,MetalSd,MetalSd
17,10.0,17,12361,450,92,87.0,860.0,1,8,85.0,2,964,946.0,4.0,1017.0,1802,6,218000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,2Story,CompShg,BrkFace,Gd,Gd,TA,Gd,2Types,RFn,TA,TA,WD ,SawyerW,VinylSd,VinylSd
30,30.0,30,9720,0,0,72.0,755.0,1,6,51.0,2,1009,995.0,2.0,576.0,1009,5,160000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,SLvl,CompShg,BrkFace,TA,TA,Ex,TA,Detchd,Unf,TA,TA,WD ,CollgCr,Plywood,VinylSd
0,0.0,0,8640,0,141,72.0,24.0,0,6,0.0,2,1338,1338.0,2.0,598.0,1338,8,208900,FV,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,New,Somerst,VinylSd,VinylSd
12,12.0,12,14963,120,30,38.0,786.0,2,4,0.0,1,1288,1260.0,2.0,500.0,1288,8,245500,RL,Pave,IR2,Lvl,AllPub,Norm,TwnhsE,1Story,CompShg,None,Gd,Gd,TA,Ex,Attchd,Fin,TA,TA,WD ,Veenker,BrkFace,BrkFace
5,5.0,4,16870,99,82,129.0,1531.0,2,7,238.0,2,1782,1782.0,3.0,932.0,1782,8,296000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,Gd,Ex,TA,Gd,Attchd,Fin,TA,TA,WD ,NridgHt,VinylSd,VinylSd
2,2.0,1,14157,178,51,86.0,1249.0,1,8,200.0,2,1922,1922.0,3.0,676.0,1922,9,377426,RL,Pave,IR1,HLS,AllPub,Norm,1Fam,1Story,CompShg,Stone,Gd,Ex,TA,Gd,Attchd,Fin,TA,TA,WD ,StoneBr,VinylSd,VinylSd
3,1.0,2,12456,216,48,96.0,1172.0,1,7,230.0,2,1718,1700.0,3.0,786.0,1718,10,337500,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,Stone,Ex,Ex,TA,Ex,Attchd,Fin,TA,TA,WD ,NridgHt,CemntBd,CmentBd
5,5.0,4,14836,226,235,100.0,2146.0,1,8,730.0,2,2492,2492.0,3.0,949.0,2492,10,552000,RL,Pave,IR1,HLS,AllPub,Norm,1Fam,1Story,CompShg,Stone,Ex,Ex,TA,Ex,Attchd,Fin,TA,TA,WD ,NridgHt,CemntBd,CmentBd
0,0.0,0,7862,0,102,75.0,27.0,0,4,0.0,2,1218,1218.0,2.0,676.0,1218,6,208300,FV,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,Gd,Gd,TA,Gd,Attchd,Fin,TA,TA,New,Somerst,VinylSd,VinylSd
57,57.0,57,13710,289,0,75.0,420.0,0,6,0.0,1,910,910.0,1.0,282.0,1558,5,152000,RM,Pave,Reg,Lvl,AllPub,Norm,1Fam,1.5Fin,CompShg,None,TA,TA,TA,TA,Attchd,Unf,TA,TA,WD ,IDOTRR,Wd Sdng,Wd Sdng
6,6.0,5,12552,0,136,100.0,222.0,1,8,0.0,2,991,991.0,2.0,678.0,1947,7,254900,FV,Pave,Reg,Lvl,AllPub,Norm,1Fam,2Story,CompShg,None,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,Somerst,VinylSd,VinylSd
14,14.0,13,14565,144,74,43.0,537.0,0,6,145.0,2,832,832.0,2.0,483.0,1657,7,189000,RL,Pave,IR2,Lvl,AllPub,Norm,1Fam,2Story,CompShg,BrkFace,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,SawyerW,VinylSd,VinylSd
30,30.0,30,18559,200,0,56.0,1206.0,2,7,383.0,2,2064,2048.0,2.0,550.0,2064,7,235000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,Gd,Gd,TA,Gd,Attchd,Fin,TA,TA,WD ,NWAmes,Plywood,Plywood
58,58.0,58,10880,0,48,68.0,1040.0,0,5,0.0,1,1164,1164.0,1.0,240.0,1164,5,125000,RL,Pave,Reg,Lvl,AllPub,Norm,2fmCon,1Story,CompShg,None,TA,TA,TA,TA,Detchd,Unf,TA,TA,ConLD,Edwards,MetalSd,MetalSd
0,0.0,0,9187,195,130,85.0,1121.0,1,7,162.0,2,1766,1766.0,3.0,478.0,1766,9,370878,FV,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,Stone,Ex,Ex,TA,Ex,Attchd,Fin,TA,TA,New,Somerst,CemntBd,CmentBd
58,58.0,57,6270,0,0,82.0,284.0,0,8,0.0,2,1001,1001.0,3.0,871.0,2002,5,145000,RH,Pave,Reg,HLS,AllPub,Norm,Duplex,2Story,CompShg,None,TA,TA,TA,TA,2Types,Unf,TA,TA,WD ,Crawfor,MetalSd,MetalSd
0,0.0,0,3087,100,16,43.0,453.0,1,6,14.0,2,1364,1220.0,2.0,437.0,1364,7,210250,RL,Pave,Reg,Lvl,AllPub,Norm,TwnhsE,1Story,CompShg,BrkFace,Gd,Gd,TA,Gd,Attchd,Fin,TA,TA,New,Blmngtn,VinylSd,VinylSd
4,4.0,4,13450,146,91,95.0,700.0,0,8,0.0,2,920,916.0,2.0,492.0,1861,7,200000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,2Story,CompShg,None,Gd,Gd,TA,Gd,BuiltIn,RFn,TA,TA,WD ,CollgCr,VinylSd,VinylSd
2,2.0,2,12328,120,32,98.0,986.0,1,10,146.0,3,1164,1149.0,3.0,729.0,2541,8,349265,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,2Story,CompShg,Stone,Gd,Ex,TA,Ex,BuiltIn,Fin,TA,TA,WD ,StoneBr,VinylSd,VinylSd
5,5.0,5,10141,210,36,76.0,516.0,0,6,264.0,2,1512,1512.0,3.0,845.0,1512,8,203000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,Tar&Grv,BrkFace,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,SawyerW,VinylSd,VinylSd
8,8.0,8,8529,290,39,65.0,20.0,1,6,0.0,2,1434,1454.0,2.0,527.0,1434,7,189000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,SawyerW,VinylSd,VinylSd
6,6.0,6,8127,0,45,65.0,410.0,0,6,0.0,2,812,812.0,2.0,628.0,1653,7,209000,FV,Pave,IR1,Lvl,AllPub,Norm,1Fam,2Story,CompShg,None,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,Somerst,VinylSd,VinylSd
33,33.0,33,10751,136,47,44.0,787.0,0,5,44.0,1,1037,1037.0,2.0,431.0,1037,5,129000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,TA,Fa,TA,TA,Attchd,RFn,TA,TA,WD ,Sawyer,Plywood,Plywood
32,31.0,31,10010,240,38,77.0,1071.0,1,6,0.0,1,1389,1389.0,2.0,418.0,1389,5,170000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,Gd,TA,TA,Attchd,RFn,TA,TA,WD ,Mitchel,HdBoard,HdBoard
94,17.0,5,4280,0,0,40.0,365.0,1,4,0.0,1,694,440.0,1.0,352.0,694,5,90350,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,Gd,Detchd,Unf,Gd,TA,WD ,Crawfor,WdShing,Stucco
34,31.0,34,9800,256,0,70.0,894.0,0,5,0.0,1,894,894.0,2.0,552.0,894,5,149900,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Attchd,Unf,TA,TA,WD ,CollgCr,VinylSd,VinylSd
37,31.0,37,7560,0,0,63.0,119.0,0,5,0.0,1,864,864.0,2.0,576.0,864,5,123000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,Gd,TA,TA,Detchd,Unf,TA,TA,WD ,NAmes,MetalSd,MetalSd
31,31.0,31,9880,203,0,76.0,522.0,1,6,0.0,1,1118,1096.0,1.0,358.0,1118,6,171000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,SLvl,CompShg,None,TA,TA,TA,TA,Attchd,Fin,TA,TA,WD ,Mitchel,Plywood,Plywood
58,58.0,58,9600,0,0,80.0,280.0,0,6,0.0,1,1032,1032.0,1.0,288.0,1252,6,119000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1.5Fin,CompShg,None,TA,TA,TA,TA,Attchd,Unf,TA,TA,WD ,NAmes,VinylSd,VinylSd
50,50.0,50,7931,0,0,70.0,1148.0,0,6,0.0,1,1148,1148.0,1.0,672.0,1148,5,132500,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Attchd,Unf,TA,TA,WD ,NAmes,BrkFace,Plywood
43,36.0,43,8521,0,0,70.0,842.0,1,5,0.0,1,912,912.0,1.0,336.0,912,5,125000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Detchd,Unf,TA,TA,WD ,Sawyer,HdBoard,HdBoard
12,12.0,11,12461,0,114,89.0,1456.0,1,5,0.0,2,1624,1624.0,3.0,757.0,1624,8,262000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,NoRidge,ImStucc,ImStucc
30,30.0,30,6950,0,0,76.0,710.0,0,5,40.0,1,914,914.0,2.0,444.0,914,5,134900,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,TA,TA,TA,TA,Attchd,Unf,TA,TA,WD ,CollgCr,HdBoard,HdBoard
48,48.0,48,16905,0,104,115.0,967.0,2,5,0.0,1,1328,1350.0,1.0,308.0,1328,5,170000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Attchd,RFn,TA,TA,WD ,Timber,VinylSd,VinylSd
58,58.0,4,7800,103,0,78.0,603.0,0,8,0.0,3,1112,896.0,1.0,230.0,2008,5,225000,RL,Pave,Reg,Bnk,AllPub,Norm,1Fam,2Story,CompShg,None,TA,TA,Gd,Ex,Attchd,Unf,TA,TA,WD ,Edwards,MetalSd,MetalSd
13,11.0,13,8775,0,64,65.0,495.0,0,5,0.0,1,990,990.0,1.0,299.0,990,5,126000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,Gd,TA,TA,Attchd,Unf,TA,TA,WD ,CollgCr,VinylSd,VinylSd
9,9.0,9,2645,169,0,24.0,612.0,0,7,466.0,2,962,960.0,2.0,480.0,1586,8,170000,FV,Pave,Reg,Lvl,AllPub,Norm,Twnhs,2Story,CompShg,BrkFace,Gd,Gd,TA,Gd,Detchd,Unf,TA,TA,WD ,Somerst,MetalSd,MetalSd
11,10.0,11,13568,224,0,43.0,716.0,0,5,0.0,1,990,990.0,2.0,576.0,990,5,156000,RL,Pave,IR2,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,Gd,TA,TA,Attchd,Unf,TA,TA,WD ,CollgCr,VinylSd,VinylSd
49,49.0,9,16321,288,258,47.0,1277.0,2,6,0.0,1,1600,1484.0,1.0,319.0,1600,5,207500,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Attchd,RFn,TA,TA,WD ,NAmes,MetalSd,MetalSd
0,0.0,0,8640,184,96,72.0,350.0,0,8,0.0,2,896,896.0,2.0,590.0,1792,8,255000,FV,Pave,Reg,Lvl,AllPub,Norm,1Fam,2Story,CompShg,None,Gd,Gd,TA,Gd,Attchd,Fin,TA,TA,New,Somerst,VinylSd,VinylSd
35,35.0,35,1596,0,101,21.0,437.0,1,4,0.0,1,526,462.0,1.0,297.0,988,4,94900,RM,Pave,Reg,Lvl,AllPub,Norm,Twnhs,SLvl,CompShg,None,TA,Gd,TA,TA,BuiltIn,RFn,TA,TA,WD ,MeadowV,CemntBd,CmentBd
49,49.0,49,7315,0,0,70.0,625.0,1,6,0.0,1,1170,1170.0,1.0,338.0,1170,5,140000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Attchd,RFn,TA,TA,WD ,NAmes,BrkFace,BrkFace
1,1.0,0,14803,188,45,114.0,1636.0,1,7,816.0,2,2084,2078.0,3.0,1220.0,2084,10,385000,RL,Pave,Reg,Lvl,AllPub,PosN,1Fam,1Story,CompShg,BrkFace,Ex,Ex,TA,Ex,Attchd,Fin,TA,TA,New,NridgHt,CemntBd,CmentBd
70,70.0,56,8765,0,28,50.0,285.0,0,6,0.0,1,951,951.0,1.0,327.0,951,4,106500,RM,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Detchd,Unf,TA,TA,WD ,IDOTRR,Wd Sdng,Wd Sdng
