id,lot_area,utilities,neighborhood,bldg_type,house_style,overall_qual,overall_cond,foundation,bsmtfin_type_2,total_bsmt_sf,heating,1st_flr_sf,2nd_flr_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,fireplaces,garage_type,garage_cars,garage_area,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,pool_area,mo_sold,sale_type,saleprice,age
1490,12102,AllPub,Edwards,1Fam,SFoyer,5,5,CBlock,Unf,456.0,GasA,1033,0,1033,0.0,1.0,1,0,3,1,TA,6,0,BuiltIn,2.0,504.0,Y,224,0,0,0,4,WD ,165000,32
1465,10905,AllPub,CollgCr,1Fam,2Story,7,5,PConc,Unf,1129.0,GasA,1129,1198,2327,0.0,0.0,2,1,4,1,Gd,9,1,BuiltIn,2.0,596.0,Y,0,57,0,0,8,WD ,240000,5
1627,9556,AllPub,Gilbert,1Fam,1Story,7,5,PConc,Unf,1168.0,GasA,1187,0,1187,0.0,0.0,2,0,3,1,Gd,6,0,Attchd,2.0,420.0,Y,0,21,0,0,8,WD ,160000,15
2849,6430,AllPub,SWISU,2fmCon,1.5Fin,6,6,CBlock,Unf,780.0,GasA,816,524,1340,1.0,0.0,1,0,3,1,TA,6,0,Attchd,1.0,440.0,Y,0,0,0,0,7,WD ,128000,61
1501,6040,AllPub,Edwards,Duplex,1Story,4,5,PConc,,0.0,GasA,1152,0,1152,0.0,0.0,2,0,2,2,Fa,6,0,,0.0,0.0,N,0,0,0,0,6,WD ,82000,53
626,14695,AllPub,NAmes,1Fam,1Story,6,8,CBlock,Unf,1562.0,GasA,1567,0,1567,1.0,0.0,2,0,2,1,Gd,5,2,Attchd,2.0,542.0,Y,0,110,0,0,7,WD ,256000,43
722,9000,AllPub,OldTown,1Fam,2Story,7,9,PConc,Unf,650.0,GasA,832,650,1482,0.0,1.0,1,0,3,1,TA,7,0,Detchd,2.0,324.0,Y,0,0,0,0,7,WD ,143000,89
2260,8368,AllPub,Timber,1Fam,1Story,7,5,PConc,Unf,1689.0,GasA,1689,0,1689,0.0,0.0,2,0,3,1,Gd,7,0,Attchd,2.0,433.0,Y,100,39,0,0,4,New,231713,1
1639,41600,AllPub,Gilbert,2fmCon,1Story,5,5,CBlock,Unf,1100.0,GasW,1424,0,1424,1.0,0.0,1,1,3,1,TA,7,0,2Types,3.0,828.0,N,144,0,0,0,11,WD ,155000,38
1603,6490,AllPub,Mitchel,1Fam,1Story,5,7,CBlock,Unf,816.0,GasA,816,0,816,0.0,1.0,1,0,2,1,TA,4,0,Attchd,1.0,264.0,Y,315,0,0,0,4,WD ,128500,25
1520,7290,AllPub,SWISU,1Fam,1Story,7,8,BrkTil,Unf,1228.0,GasA,1424,0,1424,0.0,0.0,2,0,2,1,TA,7,1,Attchd,1.0,312.0,Y,0,0,90,0,4,WD ,168000,87
1665,7472,AllPub,NAmes,1Fam,2Story,7,9,CBlock,Unf,725.0,GasA,725,754,1479,1.0,0.0,1,1,4,1,Gd,7,0,Attchd,2.0,484.0,Y,0,32,0,0,6,WD ,184000,35
2635,7000,AllPub,NAmes,2fmCon,SFoyer,5,5,CBlock,Unf,1025.0,GasA,1025,0,1025,1.0,0.0,1,0,3,1,TA,6,0,,0.0,0.0,Y,96,80,0,0,3,WD ,124000,44
581,11717,AllPub,NWAmes,1Fam,1Story,6,6,CBlock,Unf,1442.0,GasA,1442,0,1442,0.0,0.0,2,0,2,1,TA,6,1,Attchd,2.0,615.0,Y,371,0,0,0,2,WD ,185000,39
2435,11194,AllPub,Gilbert,1Fam,2Story,8,5,PConc,Unf,1406.0,GasA,1454,482,1936,0.0,0.0,2,1,3,1,Gd,7,1,Attchd,2.0,504.0,Y,188,124,0,0,11,WD ,230500,6
2799,11250,AllPub,CollgCr,1Fam,2Story,7,5,PConc,Unf,1054.0,GasA,1070,869,1939,0.0,1.0,2,1,3,1,Gd,8,1,Attchd,3.0,555.0,Y,128,84,0,0,5,WD ,227000,8
883,8633,AllPub,CollgCr,1Fam,2Story,6,5,PConc,Unf,738.0,GasA,738,738,1476,1.0,0.0,2,1,3,1,Gd,7,0,Attchd,2.0,540.0,Y,100,35,0,0,2,WD ,173500,4
2537,8400,AllPub,NAmes,1Fam,SFoyer,5,6,CBlock,Unf,833.0,GasA,898,0,898,1.0,0.0,1,0,3,1,TA,6,0,Attchd,1.0,326.0,Y,143,0,0,0,8,WD ,140000,38
1120,10037,AllPub,Somerst,1Fam,1Story,8,5,PConc,Unf,1460.0,GasA,1460,0,1460,0.0,0.0,2,0,3,1,Gd,6,1,Attchd,2.0,480.0,Y,0,20,0,0,8,WD ,247000,2
774,8014,AllPub,Sawyer,1Fam,SFoyer,6,5,CBlock,Unf,456.0,GasA,1034,0,1034,0.0,1.0,1,0,3,1,TA,5,1,Basment,2.0,504.0,Y,0,0,0,0,6,WD ,149900,31
1447,12250,AllPub,CollgCr,1Fam,1Story,5,6,CBlock,Unf,864.0,GasA,1174,0,1174,1.0,0.0,1,0,3,1,TA,5,0,Attchd,2.0,528.0,Y,211,0,280,0,5,WD ,158000,30
104,2403,AllPub,Somerst,TwnhsE,2Story,7,5,PConc,Unf,530.0,GasA,530,550,1080,0.0,0.0,2,1,2,1,Gd,4,0,Attchd,2.0,496.0,Y,0,50,0,0,6,WD ,147110,7
2694,8600,AllPub,IDOTRR,1Fam,1.5Fin,6,6,BrkTil,Unf,780.0,GasA,780,596,1376,0.0,0.0,2,0,3,1,TA,7,1,Detchd,1.0,198.0,N,0,0,0,0,6,WD ,119500,69
920,13680,AllPub,Crawfor,1Fam,1.5Fin,5,6,CBlock,Unf,840.0,GasA,840,727,1567,1.0,0.0,1,1,2,1,TA,6,2,Detchd,2.0,440.0,Y,0,21,150,0,2,WD ,205000,69
1951,10800,AllPub,OldTown,1Fam,2Story,5,9,CBlock,Unf,736.0,GasA,751,783,1534,0.0,0.0,1,1,3,1,Gd,6,0,,0.0,0.0,N,0,112,0,0,7,WD ,148000,112
9,5389,AllPub,StoneBr,TwnhsE,1Story,8,5,PConc,Unf,1595.0,GasA,1616,0,1616,1.0,0.0,2,0,2,1,Gd,5,1,Attchd,2.0,608.0,Y,237,152,0,0,3,WD ,236500,15
2848,10890,AllPub,SWISU,1Fam,1.5Fin,5,5,BrkTil,Unf,1058.0,GasA,1058,493,1551,1.0,0.0,2,0,3,1,Fa,6,0,Detchd,1.0,240.0,Y,0,0,0,0,7,WD ,137000,68
614,9768,AllPub,NAmes,1Fam,1Story,5,5,CBlock,ALQ,960.0,GasA,960,0,960,1.0,0.0,1,0,2,1,TA,5,0,Attchd,1.0,330.0,Y,0,70,0,0,2,WD ,122000,54
1736,8993,AllPub,Gilbert,1Fam,1Story,7,5,PConc,Unf,1302.0,GasA,1302,0,1302,0.0,0.0,2,0,3,1,Gd,6,0,Attchd,2.0,436.0,Y,0,22,0,0,8,New,176485,0
2686,11672,AllPub,BrkSide,1Fam,1Story,5,5,BrkTil,Unf,816.0,GasA,816,0,816,0.0,0.0,1,0,2,1,TA,4,0,Detchd,1.0,210.0,N,168,0,112,0,7,WD ,109000,81
1284,9836,AllPub,OldTown,1Fam,1Story,6,5,PConc,Unf,192.0,GasA,1133,0,1133,1.0,0.0,1,0,3,1,TA,7,0,Detchd,1.0,308.0,Y,0,175,0,0,12,WD ,143000,0
1765,10557,AllPub,NoRidge,1Fam,2Story,9,5,PConc,Unf,1408.0,GasA,1671,1407,3078,1.0,0.0,2,1,4,1,Gd,9,1,Attchd,3.0,806.0,Y,108,87,0,0,7,WD ,410000,9
1811,8462,AllPub,SawyerW,1Fam,2Story,6,5,PConc,Unf,928.0,GasA,936,785,1721,0.0,1.0,2,1,3,1,Gd,7,0,Attchd,2.0,471.0,Y,300,87,0,0,7,WD ,201000,13
2603,10818,AllPub,OldTown,1Fam,1.5Fin,4,4,BrkTil,Unf,1077.0,GasA,981,779,1760,0.0,0.0,1,1,4,1,TA,7,1,Detchd,2.0,648.0,Y,120,0,96,0,2,COD,80000,96
2220,7259,AllPub,Crawfor,1Fam,2Story,6,8,CBlock,LwQ,1028.0,GasA,1436,884,2320,1.0,0.0,2,1,3,1,Gd,9,1,Detchd,1.0,180.0,Y,224,0,0,0,7,WD ,259500,62
2273,11800,AllPub,Timber,1Fam,2Story,7,5,PConc,Unf,1122.0,GasA,1146,1340,2486,1.0,0.0,3,1,5,1,Gd,10,1,BuiltIn,2.0,452.0,Y,143,32,0,0,7,WD ,279900,4
163,7500,AllPub,NAmes,1Fam,1Story,5,7,CBlock,Rec,1246.0,GasA,1246,0,1246,1.0,0.0,1,1,3,1,Gd,6,0,Attchd,1.0,305.0,Y,218,0,0,0,5,WD ,154000,51
2116,159000,AllPub,ClearCr,1Fam,1.5Fin,6,7,CBlock,Unf,1444.0,GasA,1444,700,2144,0.0,1.0,2,0,4,1,Gd,7,2,Attchd,2.0,389.0,Y,0,98,0,0,6,WD ,277000,49
2734,6488,AllPub,Edwards,1Fam,1.5Fin,5,5,BrkTil,Unf,799.0,GasA,799,351,1150,0.0,0.0,1,0,3,1,TA,6,2,BuiltIn,1.0,215.0,Y,264,0,0,0,3,WD ,128000,64
426,14230,AllPub,NridgHt,1Fam,1Story,8,5,PConc,Unf,1566.0,GasA,1600,0,1600,0.0,0.0,2,0,3,1,Gd,7,1,Attchd,3.0,890.0,Y,0,56,0,0,7,WD ,256300,2
2216,7810,AllPub,Crawfor,1Fam,1.5Fin,4,6,BrkTil,Unf,930.0,GasA,1230,525,1755,0.0,0.0,2,0,4,1,Gd,7,1,Detchd,1.0,231.0,Y,0,40,0,0,11,WD ,188000,77
2900,14331,AllPub,Timber,1Fam,1Story,8,5,PConc,Unf,1800.0,GasA,1800,0,1800,1.0,0.0,2,0,3,1,Gd,7,1,Attchd,3.0,765.0,Y,270,78,0,0,5,WD ,312500,4
97,3182,AllPub,Somerst,TwnhsE,2Story,7,5,PConc,Unf,600.0,GasA,600,600,1200,0.0,0.0,2,1,2,1,Gd,4,0,Detchd,2.0,480.0,Y,0,172,0,0,6,WD ,151000,6
1680,1920,AllPub,BrDale,TwnhsE,2Story,5,5,CBlock,Unf,765.0,GasA,765,600,1365,1.0,0.0,1,1,2,1,TA,6,0,Detchd,2.0,440.0,Y,240,36,0,0,8,WD ,122500,36
1133,10110,AllPub,SawyerW,1Fam,2Story,6,5,PConc,ALQ,835.0,GasA,835,861,1696,1.0,0.0,2,1,3,1,Gd,7,0,Attchd,2.0,542.0,Y,143,66,0,0,7,WD ,188000,5
2761,10984,AllPub,CollgCr,1Fam,2Story,7,5,PConc,Unf,945.0,GasA,945,864,1809,0.0,0.0,2,1,3,1,Gd,8,0,Attchd,2.0,638.0,Y,144,54,0,0,5,New,209700,1
1642,14082,AllPub,StoneBr,1Fam,1Story,8,5,PConc,Unf,2220.0,GasA,2234,0,2234,1.0,0.0,1,1,1,1,Gd,7,1,Attchd,2.0,724.0,Y,390,80,0,0,1,WD ,441929,1
1141,8480,AllPub,SawyerW,1Fam,2Story,6,5,PConc,Unf,886.0,GasA,886,794,1680,0.0,1.0,2,1,3,1,Gd,7,0,Attchd,2.0,474.0,Y,144,96,0,0,10,WD ,163000,15
2118,12205,AllPub,ClearCr,1Fam,2Story,6,8,CBlock,Unf,832.0,GasA,976,1111,2087,0.0,0.0,2,1,5,1,Gd,9,0,Attchd,2.0,444.0,Y,133,168,0,0,7,WD ,187500,41
870,15750,AllPub,CollgCr,1Fam,1Story,8,5,PConc,Unf,1462.0,GasA,1513,0,1513,1.0,0.0,2,0,2,1,Gd,5,1,Attchd,2.0,521.0,Y,135,34,0,0,6,WD ,220000,10
1875,8050,AllPub,NAmes,1Fam,1Story,5,6,CBlock,BLQ,949.0,GasA,1107,0,1107,1.0,0.0,1,0,3,1,Gd,5,0,Attchd,1.0,308.0,Y,88,64,0,0,3,WD ,127000,40
155,7200,AllPub,NAmes,1Fam,1Story,5,7,Slab,,0.0,GasA,827,0,827,0.0,0.0,1,0,2,1,TA,5,1,Detchd,1.0,392.0,Y,0,0,0,0,4,WD ,107500,55
1318,6300,AllPub,OldTown,1Fam,2.5Unf,6,6,CBlock,Unf,742.0,GasA,742,742,1484,0.0,0.0,2,0,3,1,TA,9,1,,0.0,0.0,Y,0,291,134,0,6,WD ,128000,94
1285,5232,AllPub,OldTown,1Fam,1Story,5,5,BrkTil,Unf,680.0,GasA,764,0,764,0.0,0.0,1,0,2,1,TA,4,0,Detchd,2.0,504.0,N,0,0,0,0,6,WD ,73000,83
2400,11846,AllPub,NridgHt,1Fam,1Story,9,5,PConc,Unf,1792.0,GasA,1792,0,1792,1.0,0.0,2,0,2,1,Ex,6,1,Attchd,3.0,874.0,Y,206,49,0,0,8,WD ,374000,3
1068,16900,AllPub,NridgHt,1Fam,2Story,8,5,PConc,Unf,1479.0,GasA,1515,1134,2649,1.0,0.0,2,1,4,1,Gd,10,1,Attchd,3.0,746.0,Y,0,60,0,0,1,WD ,421250,7
361,9636,AllPub,Gilbert,1Fam,2Story,6,5,PConc,Unf,808.0,GasA,808,785,1593,0.0,0.0,2,1,3,1,TA,7,1,BuiltIn,2.0,389.0,Y,342,40,0,0,12,WD ,178000,17
1493,10012,AllPub,Edwards,1Fam,SFoyer,4,5,CBlock,Rec,1138.0,GasA,1181,0,1181,1.0,0.0,2,0,3,1,TA,6,0,Detchd,2.0,588.0,Y,0,0,180,0,4,WD ,137500,36
1110,14303,AllPub,NoRidge,1Fam,1Story,8,5,PConc,Unf,1986.0,GasA,1987,0,1987,1.0,0.0,2,0,2,1,Gd,7,1,Attchd,2.0,691.0,Y,262,36,0,0,8,WD ,301500,14
911,5707,AllPub,SWISU,1Fam,2Story,6,6,BrkTil,Unf,583.0,GasA,647,595,1242,0.0,0.0,1,1,3,1,TA,6,1,Detchd,1.0,180.0,Y,329,96,0,0,3,WD ,105000,74
2535,9360,AllPub,NAmes,1Fam,1Story,6,7,CBlock,Unf,976.0,GasA,976,0,976,1.0,0.0,1,0,2,1,Gd,4,1,Attchd,2.0,504.0,Y,94,0,0,0,8,WD ,157500,38
2030,5680,AllPub,OldTown,1Fam,1.5Fin,5,3,CBlock,Unf,969.0,GasA,969,245,1214,0.0,0.0,1,0,2,1,TA,6,0,Detchd,1.0,216.0,N,0,0,77,0,9,WD ,117000,106
2634,7000,AllPub,NAmes,1Fam,1Story,5,6,CBlock,Unf,864.0,GasA,864,0,864,0.0,1.0,1,0,3,1,TA,5,0,Attchd,1.0,336.0,Y,0,0,0,0,2,WD ,105000,44
1530,10480,AllPub,SWISU,1Fam,1.5Fin,6,5,BrkTil,Unf,1064.0,GasA,1166,0,1639,0.0,0.0,1,0,3,1,TA,6,0,Detchd,1.0,240.0,Y,0,0,0,0,3,WD ,115000,72
435,11578,AllPub,NridgHt,1Fam,1Story,9,5,PConc,Unf,1736.0,GasA,1736,0,1736,0.0,0.0,2,0,3,1,Ex,7,1,Attchd,3.0,834.0,Y,319,90,0,0,7,WD ,360000,1
812,7018,AllPub,SawyerW,Duplex,1Story,5,5,Slab,,0.0,GasA,1535,0,1535,0.0,0.0,2,0,4,2,TA,8,0,Attchd,2.0,400.0,Y,0,0,0,0,6,WD ,118858,30
1202,9130,AllPub,NWAmes,1Fam,2Story,6,8,CBlock,Rec,800.0,GasA,800,832,1632,0.0,1.0,1,1,4,1,Gd,7,0,Attchd,2.0,484.0,Y,0,40,0,0,7,WD ,173000,42
666,10800,AllPub,OldTown,1Fam,1Story,3,5,BrkTil,Unf,630.0,GasA,725,0,725,0.0,0.0,1,1,1,1,TA,4,0,Detchd,1.0,320.0,Y,0,30,0,0,11,WD ,78500,119
1751,8244,AllPub,Gilbert,1Fam,2Story,7,5,PConc,Unf,840.0,GasA,840,880,1720,0.0,0.0,2,1,3,1,Gd,7,1,Attchd,2.0,440.0,Y,100,48,0,0,5,WD ,183500,3
705,6000,AllPub,OldTown,2fmCon,1Story,4,4,CBlock,Unf,936.0,GasA,936,0,936,0.0,0.0,1,0,2,1,TA,4,0,Detchd,2.0,576.0,Y,0,32,112,0,2,WD ,93000,56
1744,3621,AllPub,Blmngtn,TwnhsE,1Story,8,5,PConc,Unf,1406.0,GasA,1589,0,1589,1.0,0.0,2,0,2,1,Gd,7,1,Attchd,3.0,630.0,Y,143,20,0,0,11,WD ,226500,4
357,7837,AllPub,Gilbert,1Fam,2Story,6,7,PConc,Unf,799.0,GasA,799,772,1571,0.0,0.0,2,1,3,1,TA,7,1,Attchd,2.0,380.0,Y,0,40,0,0,5,WD ,178000,16
2133,10665,AllPub,CollgCr,1Fam,1Story,7,5,PConc,Unf,1453.0,GasA,1479,0,1479,1.0,0.0,2,0,3,1,Gd,7,0,Attchd,2.0,558.0,Y,144,29,0,0,6,WD ,226000,4
989,10457,AllPub,Mitchel,1Fam,2Story,5,7,CBlock,LwQ,784.0,GasA,784,848,1632,0.0,0.0,1,1,4,1,TA,7,1,Attchd,2.0,898.0,Y,0,173,368,0,4,WD ,173000,40
562,8281,AllPub,Sawyer,1Fam,1Story,5,5,CBlock,BLQ,864.0,GasA,864,0,864,0.0,0.0,1,0,3,1,TA,5,1,Detchd,1.0,360.0,Y,0,0,236,0,12,WD ,62383,44
1054,14948,AllPub,NridgHt,1Fam,2Story,9,5,PConc,Unf,1452.0,GasA,1476,1237,2713,1.0,0.0,2,1,3,1,Ex,11,1,Attchd,3.0,858.0,Y,126,66,0,0,11,New,446261,0
2850,7000,AllPub,SWISU,1Fam,2Story,7,8,BrkTil,Unf,624.0,GasA,743,736,1479,1.0,0.0,1,0,3,1,Gd,6,2,Detchd,1.0,312.0,Y,530,0,56,0,5,WD ,160000,80
1082,3940,AllPub,Blmngtn,TwnhsE,1Story,7,5,PConc,Unf,1393.0,GasA,1576,0,1576,1.0,0.0,2,0,2,1,Gd,7,1,Attchd,3.0,668.0,Y,143,20,0,0,5,WD ,219990,4
1440,9382,AllPub,CollgCr,1Fam,1Story,7,5,PConc,Unf,1468.0,GasA,1479,0,1479,0.0,0.0,2,0,3,1,Gd,6,0,Attchd,2.0,577.0,Y,120,25,0,0,7,WD ,191000,9
2006,6854,AllPub,BrkSide,1Fam,1Story,5,7,PConc,Rec,756.0,GasA,916,144,1060,1.0,0.0,1,0,1,1,TA,6,1,Detchd,1.0,308.0,Y,0,65,0,0,8,WD ,136500,82
2082,11515,AllPub,Edwards,1Fam,1Story,4,5,Slab,,0.0,GasA,943,0,943,0.0,0.0,1,0,3,1,Gd,5,0,Detchd,1.0,308.0,N,0,0,60,0,8,WD ,80000,49
2344,13837,AllPub,NWAmes,1Fam,1.5Fin,7,5,PConc,LwQ,1204.0,GasA,1377,806,2183,0.0,0.0,2,1,4,1,Gd,9,0,Attchd,3.0,786.0,Y,0,0,0,0,2,WD ,229000,18
248,9938,AllPub,SawyerW,1Fam,2Story,7,5,PConc,Unf,1050.0,GasA,1062,887,1949,1.0,0.0,2,1,3,1,Gd,8,1,Attchd,2.0,574.0,Y,156,90,0,0,6,WD ,236000,17
2276,12633,AllPub,Timber,1Fam,1Story,10,5,PConc,Unf,1824.0,GasA,1824,0,1824,0.0,0.0,2,0,3,1,Ex,8,1,Attchd,3.0,932.0,Y,160,36,0,0,9,New,392000,1
755,6876,AllPub,IDOTRR,1Fam,2Story,6,5,CBlock,Unf,720.0,GasA,1146,784,1930,1.0,0.0,2,0,4,1,TA,8,0,Attchd,1.0,316.0,Y,0,0,213,0,8,WD ,149000,82
1178,3951,AllPub,Somerst,TwnhsE,2Story,10,5,PConc,GLQ,970.0,GasA,1469,924,2393,1.0,0.0,2,1,2,1,Ex,7,1,Attchd,2.0,846.0,Y,0,90,0,0,2,WD ,345000,10
2636,9856,AllPub,OldTown,1Fam,2Story,5,8,PConc,Unf,716.0,GasA,1007,1007,2014,0.0,0.0,2,0,5,1,TA,8,0,Detchd,2.0,624.0,Y,0,72,167,0,6,WD ,169000,106
2077,17808,AllPub,Edwards,1Fam,1Story,4,5,CBlock,Unf,484.0,GasA,1242,0,1242,0.0,0.0,1,0,2,1,TA,4,0,Attchd,1.0,336.0,N,0,0,0,0,7,WD ,109900,61
2930,9627,AllPub,Mitchel,1Fam,2Story,7,5,PConc,Unf,996.0,GasA,996,1004,2000,0.0,0.0,2,1,3,1,TA,9,1,Attchd,3.0,650.0,Y,190,48,0,0,11,WD ,188000,13
737,6000,AllPub,BrkSide,1Fam,1.5Fin,6,6,CBlock,Unf,780.0,GasA,825,587,1412,0.0,0.0,1,0,4,1,TA,6,1,Detchd,1.0,280.0,Y,45,0,0,0,5,WD ,132500,70
837,9757,AllPub,CollgCr,1Fam,1Story,5,7,PConc,Unf,990.0,GasA,990,0,990,1.0,0.0,1,0,3,1,TA,5,0,Attchd,1.0,440.0,Y,66,0,0,0,10,WD ,143000,15
2086,9280,AllPub,Edwards,1Fam,1Story,5,6,CBlock,Unf,1342.0,GasA,1342,0,1342,1.0,0.0,1,0,4,1,TA,7,0,Detchd,1.0,256.0,Y,0,0,0,0,4,WD ,125000,56
2385,14780,AllPub,NridgHt,1Fam,1Story,9,5,PConc,Unf,1868.0,GasA,1868,0,1868,1.0,0.0,2,0,2,1,Ex,7,1,Attchd,3.0,1085.0,Y,354,56,0,0,6,WD ,415000,1
189,7740,AllPub,OldTown,1Fam,2Story,4,7,CBlock,Unf,622.0,GasA,741,622,1363,0.0,0.0,1,0,3,1,TA,6,0,Detchd,2.0,528.0,Y,0,0,0,0,6,WD ,125500,100
635,9600,AllPub,NAmes,1Fam,1Story,6,6,CBlock,LwQ,1240.0,GasA,1632,0,1632,1.0,0.0,2,0,3,1,TA,6,1,Attchd,1.0,338.0,Y,289,0,0,0,4,WD ,139000,51
432,13478,AllPub,NridgHt,1Fam,2Story,10,5,PConc,Unf,1722.0,GasA,1728,568,2296,1.0,0.0,2,1,3,1,Ex,10,1,BuiltIn,3.0,842.0,Y,382,274,0,0,6,ConLI,451950,1
900,10926,AllPub,Edwards,Duplex,1Story,5,5,CBlock,Unf,1678.0,GasA,1678,0,1678,0.0,0.0,2,0,6,2,TA,10,0,,0.0,0.0,Y,0,0,0,0,8,WD ,119900,50
966,6853,AllPub,Timber,1Fam,1Story,8,5,PConc,Unf,1267.0,GasA,1296,0,1296,1.0,0.0,2,0,2,1,Gd,6,0,Attchd,2.0,471.0,Y,192,25,0,0,6,WD ,220000,8
1612,10667,AllPub,NAmes,1Fam,1Story,6,6,CBlock,Unf,1587.0,GasA,1587,0,1587,0.0,0.0,2,0,3,1,TA,7,1,Attchd,2.0,525.0,Y,0,44,0,0,3,WD ,167300,36
904,8212,AllPub,Edwards,1Fam,1.5Fin,5,6,CBlock,Unf,720.0,GasA,854,444,1298,0.0,0.0,1,0,3,1,TA,6,2,Detchd,1.0,256.0,Y,84,0,0,0,9,WD ,122000,68
2487,9100,AllPub,Sawyer,Duplex,1Story,5,5,CBlock,Unf,1728.0,GasA,1728,0,1728,1.0,0.0,2,0,6,2,TA,10,0,Detchd,2.0,504.0,Y,0,0,0,0,11,ConLI,125000,43
1304,6000,AllPub,OldTown,1Fam,1Story,5,6,CBlock,Unf,928.0,GasA,928,0,928,0.0,0.0,1,0,3,1,TA,5,0,Attchd,1.0,288.0,Y,0,0,0,0,6,WD ,112500,51
2112,9316,AllPub,CollgCr,1Fam,2Story,7,5,PConc,Unf,879.0,GasA,879,916,1795,0.0,0.0,2,1,3,1,Gd,7,0,Attchd,2.0,578.0,Y,164,111,0,0,10,WD ,191000,2
1244,9464,AllPub,NAmes,1Fam,1Story,6,7,CBlock,Unf,1080.0,GasA,1080,0,1080,0.0,0.0,1,0,3,1,TA,5,0,Attchd,1.0,288.0,Y,0,0,0,0,6,WD ,136000,50
843,10400,AllPub,CollgCr,1Fam,2Story,7,5,PConc,Unf,866.0,GasA,866,913,1779,0.0,0.0,2,1,3,1,Gd,6,0,Attchd,2.0,546.0,Y,198,36,0,0,3,WD ,197900,11
2689,5310,AllPub,OldTown,1Fam,1.5Fin,6,8,CBlock,Unf,485.0,GasA,1001,634,1635,0.0,0.0,1,0,2,1,Gd,5,0,Attchd,1.0,255.0,Y,394,0,0,0,6,WD ,117000,96
2753,7406,AllPub,CollgCr,1Fam,1Story,7,5,PConc,Unf,1199.0,GasA,1220,0,1220,1.0,0.0,2,0,2,1,Gd,6,0,Attchd,2.0,632.0,Y,105,54,0,0,7,New,194000,0
1169,4538,AllPub,Somerst,TwnhsE,1Story,9,5,PConc,Unf,1310.0,GasA,1310,0,1310,1.0,0.0,1,1,1,1,Gd,5,1,Attchd,2.0,545.0,Y,277,45,0,0,7,WD ,285000,7
1376,10106,AllPub,Edwards,2fmCon,1.5Fin,5,7,BrkTil,Rec,644.0,GasA,808,547,1355,1.0,0.0,2,0,4,2,TA,6,0,,0.0,0.0,Y,140,0,0,0,9,WD ,127500,68
2503,13346,AllPub,NoRidge,1Fam,2Story,7,5,PConc,Unf,1095.0,GasA,1166,1129,2295,1.0,0.0,2,1,4,1,Gd,9,1,Attchd,2.0,590.0,Y,0,40,0,0,7,WD ,268000,14
1987,9639,AllPub,OldTown,1Fam,2Story,4,8,PConc,Unf,1075.0,GasA,1156,642,1798,0.0,0.0,2,1,4,1,TA,7,0,Detchd,2.0,342.0,N,0,0,160,0,5,WD ,137000,107
1190,15387,AllPub,NWAmes,1Fam,1Story,7,7,CBlock,BLQ,1620.0,GasA,1620,0,1620,0.0,0.0,2,0,4,1,Gd,8,1,Attchd,2.0,578.0,Y,0,62,192,0,8,WD ,215000,41
1930,10050,AllPub,NAmes,1Fam,1Story,5,5,CBlock,Unf,1216.0,GasA,1216,0,1216,1.0,0.0,1,0,3,1,TA,5,0,Attchd,1.0,336.0,Y,0,0,0,0,8,WD ,129500,52
2677,6240,AllPub,BrkSide,1Fam,1.5Fin,5,4,BrkTil,Unf,896.0,GasA,896,448,1344,0.0,0.0,1,0,3,1,TA,7,0,Detchd,1.0,240.0,Y,200,114,0,0,4,WD ,115000,70
1256,7506,AllPub,OldTown,1Fam,1.5Fin,5,8,PConc,Unf,747.0,GasA,747,412,1159,0.0,0.0,1,0,3,1,TA,5,0,Detchd,1.0,288.0,N,84,0,96,0,5,WD ,114000,83
2484,8900,AllPub,SawyerW,1Fam,1Story,4,4,CBlock,Unf,1056.0,GasA,1056,0,1056,1.0,0.0,1,0,2,1,TA,5,0,Detchd,1.0,384.0,Y,0,42,0,0,11,WD ,107000,40
1253,8480,AllPub,NAmes,1Fam,1.5Fin,5,5,CBlock,Unf,832.0,GasA,832,384,1216,0.0,0.0,1,0,2,1,TA,6,0,Detchd,1.0,336.0,Y,158,0,102,0,10,COD,118500,61
1337,6000,AllPub,BrkSide,1Fam,1.5Fin,6,7,BrkTil,Unf,862.0,GasA,950,208,1158,0.0,0.0,1,0,3,1,TA,5,1,BuiltIn,1.0,208.0,Y,0,0,112,0,7,WD ,120000,79
1788,8847,AllPub,Somerst,1Fam,1Story,8,5,PConc,Unf,1538.0,GasA,1538,0,1538,1.0,0.0,2,0,3,1,Gd,7,0,Attchd,2.0,484.0,Y,146,40,0,0,12,WD ,260000,2
141,8050,AllPub,NAmes,1Fam,1Story,5,5,CBlock,Rec,1143.0,GasA,1143,0,1143,1.0,0.0,1,0,3,1,TA,6,0,Attchd,1.0,308.0,Y,0,0,0,0,5,WD ,136000,51
1669,8294,AllPub,NAmes,1Fam,1Story,4,5,CBlock,Unf,858.0,GasA,872,0,872,0.0,0.0,1,0,3,1,TA,5,0,Detchd,4.0,480.0,Y,0,0,0,0,6,WD ,123000,36
1366,7920,AllPub,IDOTRR,1Fam,1.5Fin,6,7,CBlock,Unf,319.0,GasA,1035,371,1406,0.0,0.0,1,0,3,1,Fa,6,0,,0.0,0.0,N,0,144,0,0,3,WD ,89500,88
