lot_frontage,lot_area,utilities,neighborhood,bldg_type,house_style,overall_qual,foundation,bsmt_cond,bsmtfin_type_1,bsmtfin_sf_1,total_bsmt_sf,heating,1st_flr_sf,gr_liv_area,bsmt_full_bath,full_bath,half_bath,kitchen_qual,totrms_abvgrd,fireplaces,garage_type,garage_cars,garage_area,paved_drive,wood_deck_sf,open_porch_sf,pool_area,sale_type,saleprice,age,garage_age
74.0,13830,AllPub,Gilbert,1Fam,2Story,5,PConc,TA,GLQ,791.0,928.0,GasA,928,1629,0.0,2,1,TA,6,1,Attchd,2.0,482.0,Y,212,34,0,WD ,189900,13,13.0
70.75324675324676,4435,AllPub,CollgCr,TwnhsE,1Story,6,PConc,TA,GLQ,685.0,848.0,GasA,848,848,1.0,1,0,Gd,4,0,Attchd,2.0,420.0,Y,140,0,0,WD ,144000,6,6.0
61.890625,5890,AllPub,IDOTRR,1Fam,1Story,6,BrkTil,TA,ALQ,538.0,816.0,GasA,816,816,0.0,1,0,TA,5,0,Detchd,1.0,432.0,Y,0,0,0,WD ,120500,78,6.0
112.0,10859,AllPub,CollgCr,1Fam,1Story,5,PConc,TA,Unf,0.0,1097.0,GasA,1097,1097,0.0,1,1,TA,6,0,Attchd,2.0,672.0,Y,392,64,0,WD ,145000,15,14.0
41.0,5330,AllPub,StoneBr,TwnhsE,1Story,8,PConc,TA,GLQ,1196.0,1494.0,GasA,1652,1652,1.0,2,0,Ex,6,0,Attchd,2.0,499.0,Y,96,48,0,WD ,251000,7,7.0
72.0,10778,AllPub,Sawyer,Duplex,1Story,4,CBlock,TA,Unf,0.0,1768.0,GasA,1768,1768,0.0,2,0,TA,8,0,,0.0,0.0,Y,0,0,0,WD ,136500,42,0.0
74.0,6845,AllPub,Edwards,Duplex,1Story,4,Slab,,,0.0,0.0,GasA,1152,1152,0.0,2,0,TA,6,0,,0.0,0.0,N,0,0,0,WD ,82500,53,0.0
109.0,21780,NoSewr,IDOTRR,1Fam,1Story,2,CBlock,,,0.0,0.0,GasA,810,810,0.0,1,0,TA,4,0,Detchd,1.0,280.0,N,119,24,0,ConLD,57625,99,34.0
80.0,10307,AllPub,NridgHt,TwnhsE,1Story,7,PConc,TA,GLQ,876.0,1350.0,GasA,1358,1358,1.0,2,0,Gd,6,1,Attchd,2.0,484.0,Y,192,26,0,WD ,212500,2,1.0
32.0,4500,AllPub,Mitchel,Twnhs,1Story,6,PConc,TA,GLQ,897.0,1216.0,GasA,1216,1216,1.0,2,0,TA,5,0,Attchd,2.0,402.0,Y,0,125,0,WD ,164000,8,8.0
75.0,9060,AllPub,IDOTRR,1Fam,1.5Fin,6,CBlock,TA,Unf,0.0,967.0,GasA,967,1638,0.0,2,0,Gd,6,0,Detchd,1.0,384.0,Y,0,21,0,WD ,139000,49,49.0
24.0,2160,AllPub,Somerst,Twnhs,2Story,7,PConc,TA,BLQ,510.0,600.0,GasA,624,1252,1.0,2,1,Gd,4,0,Detchd,2.0,462.0,Y,0,48,0,WD ,160000,9,9.0
70.0,7669,AllPub,Mitchel,1Fam,SFoyer,5,PConc,TA,GLQ,718.0,828.0,GasA,883,883,1.0,1,0,TA,5,1,Detchd,2.0,698.0,Y,100,32,0,WD ,149000,17,11.0
62.0,9858,AllPub,Mitchel,1Fam,1Story,5,CBlock,TA,BLQ,510.0,864.0,GasA,874,874,1.0,1,0,TA,5,0,Attchd,1.0,288.0,Y,33,0,0,WD ,130000,41,41.0
50.0,10300,AllPub,OldTown,1Fam,2Story,7,BrkTil,TA,Unf,0.0,576.0,GasA,902,1710,0.0,2,0,TA,9,0,Detchd,2.0,480.0,Y,12,11,0,WD ,140000,89,20.0
65.0,8125,AllPub,Somerst,1Fam,1Story,8,PConc,TA,Unf,0.0,1836.0,GasA,1836,1836,0.0,2,0,Gd,8,1,Attchd,2.0,517.0,Y,0,175,0,New,264500,1,0.0
69.0,14850,AllPub,NAmes,1Fam,1Story,5,CBlock,TA,Rec,895.0,1092.0,GasA,1092,1092,1.0,1,0,TA,6,1,Attchd,1.0,299.0,Y,268,0,0,WD ,141000,49,49.0
35.0,4274,AllPub,Somerst,TwnhsE,1Story,7,PConc,TA,GLQ,1106.0,1241.0,GasA,1241,1241,1.0,1,1,Gd,4,0,Attchd,2.0,569.0,Y,0,116,0,New,199900,1,0.0
80.0,9650,AllPub,NWAmes,1Fam,1Story,6,CBlock,TA,ALQ,686.0,1350.0,GasA,1334,1334,0.0,2,0,TA,6,1,Attchd,2.0,630.0,Y,0,16,0,WD ,167900,32,32.0
75.19245283018869,14585,AllPub,NAmes,1Fam,1Story,6,CBlock,TA,BLQ,594.0,1144.0,GasA,1429,1429,0.0,1,0,Gd,7,2,Attchd,2.0,572.0,Y,216,110,0,WD ,181900,47,47.0
75.0,9000,AllPub,Somerst,1Fam,1Story,8,PConc,TA,GLQ,1078.0,1566.0,GasA,1566,1566,1.0,2,0,Gd,7,0,Attchd,2.0,750.0,Y,144,168,0,WD ,262500,2,2.0
80.96551724137932,13774,AllPub,NWAmes,1Fam,2Story,7,PConc,TA,GLQ,432.0,908.0,GasA,1316,2288,0.0,1,2,Gd,8,2,Attchd,2.0,520.0,Y,321,72,0,WD ,230000,32,32.0
50.0,5119,AllPub,Somerst,TwnhsE,1Story,9,PConc,TA,GLQ,1238.0,1698.0,GasA,1709,1709,1.0,2,0,Gd,5,1,Attchd,2.0,506.0,Y,97,65,0,CWD,328900,9,9.0
71.0,9254,AllPub,NridgHt,1Fam,1Story,8,PConc,TA,GLQ,119.0,1721.0,GasA,1721,1721,1.0,2,0,Gd,7,0,Attchd,2.0,554.0,Y,168,27,0,WD ,232698,2,2.0
95.0,10324,AllPub,CollgCr,1Fam,1Story,8,PConc,TA,GLQ,872.0,1254.0,GasA,1254,1254,1.0,2,0,Gd,5,0,Attchd,3.0,810.0,Y,168,92,0,WD ,221800,1,1.0
63.0,8375,AllPub,Sawyer,1Fam,1.5Fin,5,BrkTil,TA,ALQ,336.0,576.0,GasA,864,1350,1.0,1,1,Gd,6,0,2Types,3.0,627.0,N,0,0,0,WD ,152400,67,35.0
75.0,9750,AllPub,CollgCr,1Fam,1Story,7,PConc,TA,Unf,0.0,1630.0,GasA,1630,1630,0.0,2,0,Gd,6,1,Attchd,2.0,451.0,Y,74,234,0,WD ,213000,9,9.0
74.0,7632,AllPub,SawyerW,1Fam,2Story,7,PConc,TA,Unf,0.0,784.0,GasA,831,1585,0.0,2,1,Gd,7,0,Attchd,2.0,449.0,Y,100,77,0,WD ,184900,1,1.0
90.0,15750,AllPub,Crawfor,2fmCon,1Story,5,CBlock,TA,BLQ,841.0,1165.0,GasA,1336,1336,1.0,1,0,TA,5,2,Attchd,1.0,375.0,Y,0,0,0,WD ,157000,53,53.0
72.77464788732394,9240,AllPub,Sawyer,1Fam,1Story,5,CBlock,TA,BLQ,612.0,864.0,GasA,1211,1211,0.0,1,0,TA,6,1,Detchd,2.0,576.0,Y,161,0,0,WD ,144000,44,34.0
80.0,10400,AllPub,NWAmes,1Fam,1Story,6,CBlock,TA,GLQ,903.0,1259.0,GasA,1353,1353,1.0,2,0,TA,5,1,Attchd,2.0,478.0,Y,240,141,0,WD ,192350,28,28.0
80.0,8800,AllPub,NAmes,1Fam,1Story,7,CBlock,TA,BLQ,654.0,1174.0,GasA,1200,1200,0.0,2,0,TA,6,1,Attchd,2.0,440.0,Y,0,0,0,CWD,163500,41,41.0
86.0,11839,AllPub,SawyerW,1Fam,2Story,7,PConc,TA,GLQ,1085.0,1475.0,GasA,1532,2329,1.0,2,1,Gd,10,1,Attchd,2.0,514.0,Y,192,121,0,WD ,262280,18,18.0
70.0,9135,AllPub,CollgCr,1Fam,1Story,7,PConc,TA,GLQ,810.0,1536.0,GasA,1536,1536,1.0,2,0,Gd,7,0,Attchd,2.0,532.0,Y,192,74,0,WD ,214000,6,6.0
90.0,14115,AllPub,Crawfor,1Fam,1Story,6,PConc,TA,ALQ,296.0,1073.0,GasA,1811,1811,0.0,1,0,Ex,6,1,Attchd,2.0,470.0,Y,0,0,0,WD ,230000,50,50.0
109.0,14154,AllPub,NridgHt,1Fam,2Story,7,PConc,Gd,Unf,0.0,1063.0,GasA,1071,2172,0.0,2,1,Gd,9,1,Attchd,3.0,947.0,Y,192,62,0,New,280000,1,1.0
65.0,6565,AllPub,IDOTRR,1Fam,1Story,4,CBlock,TA,GLQ,967.0,1073.0,GasA,1073,1073,1.0,1,0,TA,6,0,Detchd,2.0,720.0,Y,0,444,0,WD ,140000,50,22.0
70.0,7700,AllPub,NAmes,1Fam,2Story,6,CBlock,TA,Unf,0.0,756.0,GasA,1051,1839,0.0,1,1,TA,7,1,Attchd,2.0,442.0,Y,0,124,0,WD ,155000,44,44.0
63.0,4761,AllPub,IDOTRR,1Fam,1.5Unf,3,BrkTil,Fa,Unf,0.0,1020.0,GasA,1020,1020,0.0,1,0,Fa,5,0,,0.0,0.0,N,0,0,0,ConLD,64500,88,0.0
87.0,12361,AllPub,SawyerW,1Fam,2Story,6,PConc,TA,GLQ,860.0,946.0,GasA,964,1802,0.0,2,1,Gd,8,1,2Types,4.0,1017.0,Y,450,92,0,WD ,218000,17,10.0
72.0,8640,AllPub,Somerst,1Fam,1Story,8,PConc,TA,GLQ,24.0,1338.0,GasA,1338,1338,0.0,2,0,Gd,6,0,Attchd,2.0,598.0,Y,0,141,0,New,208900,0,0.0
30.0,3180,AllPub,Somerst,TwnhsE,2Story,7,PConc,TA,Unf,0.0,689.0,GasA,703,1392,0.0,2,0,Gd,5,0,Detchd,2.0,540.0,Y,0,102,0,WD ,146000,1,1.0
38.0,14963,AllPub,Veenker,TwnhsE,1Story,8,PConc,TA,GLQ,786.0,1260.0,GasA,1288,1288,1.0,1,1,Ex,4,2,Attchd,2.0,500.0,Y,120,30,0,WD ,245500,12,12.0
50.0,5000,AllPub,BrkSide,1Fam,1.5Unf,6,BrkTil,TA,Unf,0.0,992.0,GasA,1013,1013,0.0,1,0,TA,6,0,Detchd,1.0,160.0,Y,0,0,0,WD ,113000,82,82.0
129.0,16870,AllPub,NridgHt,1Fam,1Story,8,PConc,TA,GLQ,1531.0,1782.0,GasA,1782,1782,1.0,2,0,Gd,7,2,Attchd,3.0,932.0,Y,99,82,0,WD ,296000,5,5.0
86.0,14157,AllPub,StoneBr,1Fam,1Story,9,PConc,TA,GLQ,1249.0,1922.0,GasA,1922,1922,1.0,2,0,Gd,8,1,Attchd,3.0,676.0,Y,178,51,0,WD ,377426,2,2.0
96.0,12456,AllPub,NridgHt,1Fam,1Story,10,PConc,TA,GLQ,1172.0,1700.0,GasA,1718,1718,1.0,2,0,Ex,7,1,Attchd,3.0,786.0,Y,216,48,0,WD ,337500,3,1.0
100.0,14836,AllPub,NridgHt,1Fam,1Story,10,PConc,TA,GLQ,2146.0,2492.0,GasA,2492,2492,1.0,2,1,Ex,8,1,Attchd,3.0,949.0,Y,226,235,0,WD ,552000,5,5.0
56.0,6956,AllPub,Edwards,1Fam,1.5Fin,4,CBlock,TA,Unf,0.0,624.0,GasA,624,936,0.0,1,0,TA,5,0,Attchd,1.0,265.0,Y,0,0,0,WD ,97900,58,58.0
75.0,7862,AllPub,Somerst,1Fam,1Story,6,PConc,TA,GLQ,27.0,1218.0,GasA,1218,1218,0.0,2,0,Gd,4,0,Attchd,2.0,676.0,Y,0,102,0,New,208300,0,0.0
75.47692307692307,11050,AllPub,Mitchel,1Fam,2Story,7,PConc,TA,Unf,0.0,910.0,GasA,910,1820,0.0,2,1,Gd,8,1,Attchd,3.0,816.0,Y,318,32,0,WD ,213000,12,12.0
57.0,8924,AllPub,CollgCr,1Fam,2Story,7,PConc,TA,Unf,0.0,880.0,GasA,880,1724,0.0,2,1,Gd,8,0,Attchd,2.0,527.0,Y,120,155,0,WD ,188000,10,10.0
75.19245283018869,9610,AllPub,NAmes,1Fam,1Story,6,CBlock,TA,Rec,203.0,1121.0,GasA,1336,1336,0.0,1,1,TA,7,1,Attchd,2.0,488.0,Y,80,0,0,WD ,162000,48,48.0
75.0,13710,AllPub,IDOTRR,1Fam,1.5Fin,5,CBlock,TA,BLQ,420.0,910.0,GasA,910,1558,0.0,1,1,TA,6,0,Attchd,1.0,282.0,Y,289,0,0,WD ,152000,57,57.0
100.0,12552,AllPub,Somerst,1Fam,2Story,7,PConc,TA,GLQ,222.0,991.0,GasA,991,1947,0.0,2,1,Gd,8,1,Attchd,2.0,678.0,Y,0,136,0,WD ,254900,6,6.0
43.0,14565,AllPub,SawyerW,1Fam,2Story,7,PConc,TA,GLQ,537.0,832.0,GasA,832,1657,0.0,2,1,Gd,6,0,Attchd,2.0,483.0,Y,144,74,0,WD ,189000,14,14.0
56.0,18559,AllPub,NWAmes,1Fam,1Story,7,CBlock,TA,GLQ,1206.0,2048.0,GasA,2064,2064,1.0,2,0,Gd,7,2,Attchd,2.0,550.0,Y,200,0,0,WD ,235000,30,30.0
68.0,10880,AllPub,Edwards,2fmCon,1Story,5,CBlock,TA,ALQ,1040.0,1164.0,GasW,1164,1164,1.0,1,0,TA,5,0,Detchd,1.0,240.0,Y,0,48,0,ConLD,125000,58,58.0
24.0,2280,AllPub,NPkVill,Twnhs,1Story,7,CBlock,TA,Unf,0.0,836.0,GasA,836,836,0.0,1,0,TA,4,0,Attchd,1.0,308.0,Y,0,30,0,WD ,120000,35,35.0
125.0,31250,AllPub,Mitchel,1Fam,1Story,1,CBlock,,,0.0,0.0,GasA,1600,1600,0.0,1,1,TA,6,0,Attchd,1.0,270.0,N,0,0,0,WD ,81500,55,55.0
81.0,11841,AllPub,Edwards,Duplex,SFoyer,6,CBlock,TA,GLQ,816.0,816.0,GasA,816,816,1.0,1,0,TA,5,0,,0.0,0.0,Y,0,32,0,WD ,118500,17,0.0
85.0,9187,AllPub,Somerst,1Fam,1Story,9,PConc,TA,GLQ,1121.0,1766.0,GasA,1766,1766,1.0,2,1,Ex,7,1,Attchd,3.0,478.0,Y,195,130,0,New,370878,0,0.0
82.0,6270,AllPub,Crawfor,Duplex,2Story,5,CBlock,TA,BLQ,284.0,1001.0,GasA,1001,2002,0.0,2,0,TA,8,0,2Types,3.0,871.0,Y,0,0,0,WD ,145000,58,58.0
69.27272727272727,15660,AllPub,Crawfor,1Fam,1.5Fin,7,CBlock,TA,BLQ,341.0,798.0,GasA,1137,1954,0.0,1,1,Gd,8,2,Attchd,2.0,431.0,Y,0,119,0,WD ,311500,69,69.0
43.0,3087,AllPub,Blmngtn,TwnhsE,1Story,7,PConc,TA,GLQ,453.0,1220.0,GasA,1364,1364,1.0,2,0,Gd,6,1,Attchd,2.0,437.0,Y,100,16,0,New,210250,0,0.0
95.0,13450,AllPub,CollgCr,1Fam,2Story,7,PConc,TA,GLQ,700.0,916.0,GasA,920,1861,1.0,2,1,Gd,8,0,BuiltIn,2.0,492.0,Y,146,91,0,WD ,200000,4,4.0
75.0,10125,AllPub,Mitchel,Duplex,1.5Fin,5,CBlock,,,0.0,0.0,GasA,1302,1734,0.0,2,0,Gd,8,0,Attchd,2.0,539.0,Y,0,0,0,COD,126000,32,32.0
80.0,8146,AllPub,OldTown,1Fam,2Story,4,BrkTil,TA,Unf,0.0,405.0,GasA,717,1039,0.0,1,0,TA,6,0,Detchd,1.0,281.0,N,0,0,0,WD ,114000,109,69.0
60.0,9600,AllPub,OldTown,1Fam,2Story,4,BrkTil,TA,Unf,0.0,677.0,GasA,833,1510,0.0,2,0,Gd,7,0,Detchd,2.0,720.0,N,0,0,0,WD ,87500,99,35.0
98.0,12328,AllPub,StoneBr,1Fam,2Story,8,PConc,TA,GLQ,986.0,1149.0,GasA,1164,2541,1.0,3,1,Ex,10,1,BuiltIn,3.0,729.0,Y,120,32,0,WD ,349265,2,2.0
76.0,10141,AllPub,SawyerW,1Fam,1Story,8,PConc,TA,BLQ,516.0,1512.0,GasA,1512,1512,0.0,2,0,Gd,6,0,Attchd,3.0,845.0,Y,210,36,0,WD ,203000,5,5.0
65.0,8529,AllPub,SawyerW,1Fam,1Story,7,PConc,TA,GLQ,20.0,1454.0,GasA,1434,1434,0.0,2,0,Gd,6,1,Attchd,2.0,527.0,Y,290,39,0,WD ,189000,8,8.0
65.0,8127,AllPub,Somerst,1Fam,2Story,7,PConc,TA,GLQ,410.0,812.0,GasA,812,1653,1.0,2,1,Gd,6,0,Attchd,2.0,628.0,Y,0,45,0,WD ,209000,6,6.0
70.0,8400,AllPub,OldTown,1Fam,2Story,6,BrkTil,Gd,Unf,0.0,917.0,GasA,1090,2007,0.0,2,0,Ex,8,0,Detchd,1.0,357.0,Y,0,235,0,WD ,160000,109,79.0
44.0,10751,AllPub,Sawyer,1Fam,1Story,5,CBlock,TA,ALQ,787.0,1037.0,GasA,1037,1037,1.0,1,0,TA,5,0,Attchd,2.0,431.0,Y,136,47,0,WD ,129000,33,33.0
77.0,10010,AllPub,Mitchel,1Fam,1Story,5,CBlock,TA,ALQ,1071.0,1389.0,GasA,1389,1389,1.0,1,0,TA,6,1,Attchd,2.0,418.0,Y,240,38,0,WD ,170000,32,31.0
40.0,4280,AllPub,Crawfor,1Fam,1Story,5,PConc,TA,LwQ,365.0,440.0,GasA,694,694,0.0,1,0,Gd,4,1,Detchd,1.0,352.0,P,0,0,0,WD ,90350,94,17.0
60.0,9600,AllPub,Edwards,1Fam,1.5Fin,6,BrkTil,TA,Unf,0.0,572.0,Grav,572,1096,0.0,1,0,TA,5,0,,0.0,0.0,N,0,8,0,WD ,79000,84,0.0
70.0,9800,AllPub,CollgCr,1Fam,1Story,5,PConc,TA,ALQ,894.0,894.0,GasA,894,894,1.0,1,0,TA,5,0,Attchd,2.0,552.0,Y,256,0,0,WD ,149900,34,31.0
63.0,7560,AllPub,NAmes,1Fam,1Story,5,CBlock,TA,Rec,119.0,864.0,GasA,864,864,1.0,1,0,TA,5,0,Detchd,2.0,576.0,Y,0,0,0,WD ,123000,37,31.0
60.0,9600,AllPub,OldTown,1Fam,2Story,4,BrkTil,Fa,Unf,0.0,1095.0,GasW,1095,1774,1.0,2,0,TA,8,0,2Types,3.0,779.0,N,0,0,0,WD ,87000,106,86.0
76.0,9880,AllPub,Mitchel,1Fam,SLvl,6,CBlock,TA,ALQ,522.0,1096.0,GasA,1118,1118,1.0,1,0,TA,6,1,Attchd,1.0,358.0,Y,203,0,576,WD ,171000,31,31.0
80.0,9600,AllPub,NAmes,1Fam,1.5Fin,6,CBlock,TA,BLQ,280.0,1032.0,GasA,1032,1252,0.0,1,0,TA,6,0,Attchd,1.0,288.0,Y,0,0,0,WD ,119000,58,58.0
70.0,7931,AllPub,NAmes,1Fam,1Story,5,CBlock,TA,BLQ,1148.0,1148.0,GasA,1148,1148,1.0,1,0,TA,6,0,Attchd,1.0,672.0,Y,0,0,0,WD ,132500,50,50.0
62.802547770700635,5100,AllPub,OldTown,1Fam,2Story,8,PConc,TA,Unf,0.0,588.0,GasA,833,1666,0.0,1,0,Gd,7,1,Detchd,1.0,228.0,Y,192,63,0,WD ,161000,83,83.0
70.75324675324676,9720,AllPub,CollgCr,1Fam,2Story,9,PConc,TA,GLQ,1194.0,1357.0,GasA,1366,1947,1.0,2,1,Gd,7,1,BuiltIn,3.0,725.0,Y,168,116,0,WD ,274000,7,7.0
70.0,8521,AllPub,Sawyer,1Fam,1Story,5,CBlock,TA,ALQ,842.0,912.0,GasA,912,912,0.0,1,0,TA,5,1,Detchd,1.0,336.0,Y,0,0,0,WD ,125000,43,36.0
52.0,8741,AllPub,Edwards,Duplex,1Story,5,CBlock,TA,Unf,0.0,1195.0,GasA,1195,1195,0.0,2,0,TA,8,0,,0.0,0.0,N,118,0,0,WD ,98500,61,0.0
89.0,12461,AllPub,NoRidge,1Fam,1Story,8,PConc,TA,GLQ,1456.0,1624.0,GasA,1624,1624,1.0,2,0,Gd,5,1,Attchd,3.0,757.0,Y,0,114,0,WD ,262000,12,12.0
76.0,6950,AllPub,CollgCr,1Fam,1Story,5,CBlock,TA,ALQ,710.0,914.0,GasA,914,914,1.0,1,0,TA,5,0,Attchd,2.0,444.0,Y,0,0,0,WD ,134900,30,30.0
115.0,16905,AllPub,Timber,1Fam,1Story,5,CBlock,TA,BLQ,967.0,1350.0,GasA,1328,1328,0.0,1,1,TA,5,2,Attchd,1.0,308.0,P,0,104,0,WD ,170000,48,48.0
53.0,7155,AllPub,Crawfor,1Fam,2Story,6,BrkTil,TA,Unf,0.0,686.0,GasA,686,1461,0.0,1,0,TA,6,1,Detchd,1.0,225.0,N,0,0,0,WD ,135000,81,81.0
88.30555555555556,9205,AllPub,NoRidge,1Fam,2Story,6,PConc,TA,ALQ,704.0,930.0,GasA,1364,2683,1.0,2,1,Gd,9,2,Attchd,2.0,473.0,Y,237,251,0,WD ,290000,18,18.0
64.0,7697,AllPub,Gilbert,1Fam,1Story,7,PConc,TA,Unf,0.0,1246.0,GasA,1258,1258,0.0,2,0,Gd,6,0,Attchd,2.0,462.0,Y,0,0,0,New,173500,0,0.0
78.0,7800,AllPub,Edwards,1Fam,2Story,5,CBlock,Gd,GLQ,603.0,896.0,GasA,1112,2008,1.0,3,0,Ex,8,0,Attchd,1.0,230.0,Y,103,0,0,WD ,225000,58,58.0
75.19245283018869,14357,AllPub,NAmes,1Fam,1Story,5,CBlock,TA,ALQ,311.0,864.0,GasA,1187,1187,1.0,1,0,TA,6,1,Attchd,2.0,440.0,Y,128,0,0,CWD,140500,46,46.0
65.0,8775,AllPub,CollgCr,1Fam,1Story,5,PConc,TA,GLQ,495.0,990.0,GasA,990,990,0.0,1,0,TA,5,0,Attchd,1.0,299.0,Y,0,64,0,WD ,126000,13,11.0
24.0,2645,AllPub,Somerst,Twnhs,2Story,8,PConc,TA,GLQ,612.0,960.0,GasA,962,1586,1.0,2,1,Gd,7,0,Detchd,2.0,480.0,Y,169,0,0,WD ,170000,9,9.0
43.0,13568,AllPub,CollgCr,1Fam,1Story,5,PConc,TA,ALQ,716.0,990.0,GasA,990,990,0.0,1,0,TA,5,0,Attchd,2.0,576.0,Y,224,0,0,WD ,156000,11,10.0
47.0,16321,AllPub,NAmes,1Fam,1Story,5,CBlock,TA,BLQ,1277.0,1484.0,GasA,1600,1600,1.0,1,0,TA,6,2,Attchd,1.0,319.0,Y,288,258,0,WD ,207500,49,49.0
72.0,8640,AllPub,Somerst,1Fam,2Story,8,PConc,TA,GLQ,350.0,896.0,GasA,896,1792,0.0,2,1,Gd,8,0,Attchd,2.0,590.0,Y,184,96,0,New,255000,0,0.0
21.0,1596,AllPub,MeadowV,Twnhs,SLvl,4,CBlock,TA,GLQ,437.0,462.0,GasA,526,988,1.0,1,0,TA,4,1,BuiltIn,1.0,297.0,Y,0,101,0,WD ,94900,35,35.0
70.0,7315,AllPub,NAmes,1Fam,1Story,5,CBlock,TA,Rec,625.0,1170.0,GasA,1170,1170,0.0,1,0,TA,6,1,Attchd,1.0,338.0,Y,0,0,0,WD ,140000,49,49.0
42.0,7614,AllPub,OldTown,1Fam,2Story,3,BrkTil,Fa,Unf,0.0,738.0,GasA,714,1376,0.0,1,0,TA,7,0,Detchd,1.0,216.0,N,0,0,0,WD ,96900,101,76.0
75.19245283018869,11000,AllPub,NAmes,1Fam,1Story,5,CBlock,TA,BLQ,740.0,1154.0,GasA,1154,1154,0.0,1,1,TA,6,1,Attchd,2.0,480.0,Y,0,58,0,WD ,154000,43,43.0
62.802547770700635,10337,AllPub,OldTown,1Fam,2Story,8,BrkTil,TA,Unf,0.0,725.0,GasA,909,1772,0.0,2,1,Gd,7,0,Detchd,2.0,816.0,Y,0,0,0,WD ,184900,97,15.0
114.0,14803,AllPub,NridgHt,1Fam,1Story,10,PConc,TA,GLQ,1636.0,2078.0,GasA,2084,2084,1.0,2,0,Ex,7,1,Attchd,3.0,1220.0,Y,188,45,0,New,385000,1,1.0
50.0,8765,AllPub,IDOTRR,1Fam,1Story,4,BrkTil,TA,ALQ,285.0,951.0,GasA,951,951,0.0,1,0,TA,6,0,Detchd,1.0,327.0,Y,0,28,0,WD ,106500,70,70.0
106.0,12720,AllPub,NoRidge,1Fam,2Story,8,PConc,TA,GLQ,1173.0,1455.0,GasA,1466,2687,1.0,2,1,Gd,10,2,BuiltIn,3.0,810.0,Y,252,30,0,WD ,327000,9,9.0
85.0,11128,AllPub,Somerst,1Fam,1Story,9,PConc,TA,GLQ,2158.0,2458.0,GasA,2490,2490,1.0,2,0,Ex,9,2,Attchd,3.0,795.0,Y,70,226,0,WD ,468000,4,4.0
60.0,5160,AllPub,IDOTRR,1Fam,1.5Fin,6,BrkTil,TA,Unf,0.0,1204.0,GasA,1204,1666,0.0,1,0,TA,4,0,Detchd,1.0,384.0,Y,0,0,0,WD ,135000,82,82.0
63.0,13072,AllPub,SawyerW,1Fam,1Story,6,PConc,TA,Unf,0.0,1141.0,GasA,1141,1141,0.0,1,1,TA,6,0,Detchd,2.0,484.0,Y,0,0,0,WD ,142500,1,1.0
73.0,8814,AllPub,NAmes,1Fam,2Story,5,CBlock,TA,LwQ,732.0,732.0,GasA,732,1464,0.0,1,1,TA,7,0,Attchd,2.0,470.0,Y,0,40,0,WD ,141000,40,40.0
70.0,7000,AllPub,Edwards,2fmCon,2Story,5,CBlock,TA,GLQ,969.0,1117.0,GasA,820,1347,1.0,1,0,TA,5,0,,0.0,0.0,N,85,0,0,WD ,107500,98,0.0
59.0,4484,AllPub,SWISU,2fmCon,1.5Fin,5,CBlock,TA,ALQ,485.0,672.0,GasA,778,1282,1.0,1,0,TA,4,0,Detchd,1.0,240.0,Y,0,88,0,WD ,108500,65,65.0
70.49333333333334,9019,AllPub,SawyerW,1Fam,2Story,6,PConc,TA,ALQ,274.0,636.0,GasA,636,1320,0.0,2,1,Gd,6,0,Attchd,2.0,472.0,Y,0,40,0,WD ,150000,12,12.0
60.0,8520,AllPub,IDOTRR,1Fam,1.5Fin,3,PConc,Fa,Unf,0.0,216.0,GasA,576,936,0.0,1,0,TA,6,0,,0.0,0.0,N,0,0,0,WD ,78000,90,0.0
92.0,11932,AllPub,Somerst,1Fam,1Story,8,PConc,TA,Unf,0.0,1580.0,GasA,1580,1580,0.0,2,0,Gd,7,0,Attchd,3.0,830.0,Y,0,24,0,ConLD,235128,1,0.0
92.5,115149,AllPub,ClearCr,1Fam,1Story,7,CBlock,TA,GLQ,1219.0,1643.0,GasA,1824,1824,1.0,2,0,Gd,5,2,Attchd,2.0,739.0,Y,380,48,0,WD ,302000,36,36.0
40.0,14330,AllPub,CollgCr,1Fam,1Story,5,CBlock,TA,Rec,88.0,864.0,GasA,1558,1558,1.0,2,0,TA,5,0,Attchd,2.0,440.0,Y,140,0,0,WD ,163000,33,33.0
67.0,8777,AllPub,Edwards,1Fam,1Story,3,CBlock,,,0.0,0.0,GasA,640,640,0.0,1,0,TA,5,0,Detchd,1.0,240.0,N,0,0,0,ConLD,84900,65,65.0
24.0,2308,AllPub,NPkVill,TwnhsE,2Story,6,CBlock,TA,ALQ,257.0,855.0,GasA,855,1322,0.0,2,1,TA,6,1,Attchd,2.0,440.0,Y,260,0,0,WD ,147000,35,35.0
50.0,2500,AllPub,OldTown,1Fam,2Story,7,PConc,TA,ALQ,299.0,910.0,GasA,916,1826,1.0,1,1,Ex,7,1,Attchd,1.0,164.0,Y,0,0,0,WD ,155000,94,94.0
50.0,8049,AllPub,Timber,1Fam,1Story,7,CBlock,TA,ALQ,1053.0,1309.0,GasA,1339,1339,1.0,2,0,TA,6,1,Attchd,2.0,484.0,Y,0,58,0,WD ,180000,16,16.0
70.0,5600,AllPub,IDOTRR,2fmCon,2Story,4,Slab,,,0.0,0.0,GasA,372,1092,0.0,2,0,Fa,7,0,,0.0,0.0,N,0,0,0,WD ,55000,80,0.0
